"javascript-db-mongo","/","recommendation","collection('booking').insertOne;;payload;;;;CREATE;;2;;M1M3","/booking-service/src/repository/repository.js","23","7","28","8"
"javascript-db-mongo","/","recommendation","db.collection;;'booking';;booking;;READ;;3;;M1M2M3","/booking-service/src/repository/repository.js","23","7","23","30"
"javascript-db-mongo","/","recommendation","collection('tickets').insertOne;;payload;;;;CREATE;;2;;M1M3","/booking-service/src/repository/repository.js","35","7","40","8"
"javascript-db-mongo","/","recommendation","db.collection;;'tickets';;tickets;;READ;;3;;M1M2M3","/booking-service/src/repository/repository.js","35","7","35","30"
"javascript-db-mongo","/","recommendation","collection('booking').findOne;;query;;;;READ;;2;;M1M3","/booking-service/src/repository/repository.js","54","7","54","59"
"javascript-db-mongo","/","recommendation","db.collection;;'booking';;booking;;READ;;3;;M1M2M3","/booking-service/src/repository/repository.js","54","7","54","30"
"javascript-db-mongo","/","recommendation","collection('cinemas').find;;query;;;;READ;;2;;M1M3","/cinema-catalog-service/src/repository/repository.js","11","22","11","69"
"javascript-db-mongo","/","recommendation","db.collection;;'cinemas';;cinemas;;READ;;3;;M1M2M3","/cinema-catalog-service/src/repository/repository.js","11","22","11","45"
"javascript-db-mongo","/","recommendation","collection('cinemas').findOne;;query;;;;READ;;2;;M1M3","/cinema-catalog-service/src/repository/repository.js","35","7","35","67"
"javascript-db-mongo","/","recommendation","db.collection;;'cinemas';;cinemas;;READ;;3;;M1M2M3","/cinema-catalog-service/src/repository/repository.js","35","7","35","30"
"javascript-db-mongo","/","recommendation","collection('cinemas').aggregate;;[match, project, ..., ...];;;;READ;;3;;M1M2M3","/cinema-catalog-service/src/repository/repository.js","73","7","73","94"
"javascript-db-mongo","/","recommendation","db.collection;;'cinemas';;cinemas;;READ;;3;;M1M2M3","/cinema-catalog-service/src/repository/repository.js","73","7","73","30"
"javascript-db-mongo","/","recommendation","db.collection;;'movies';;movies;;READ;;3;;M1M2M3","/movies-service/src/repository/repository.js","4","22","4","44"
"javascript-db-mongo","/","recommendation","collection.find;;{};;;;READ;;3;;M1M2M3","/movies-service/src/repository/repository.js","9","22","9","59"
"javascript-db-mongo","/","recommendation","collection.find;;query;;;;READ;;2;;M1M3","/movies-service/src/repository/repository.js","40","22","40","43"
"javascript-db-mongo","/","recommendation","collection.findOne;;{ id : id };;;;READ;;3;;M1M2M3","/movies-service/src/repository/repository.js","63","7","63","57"
"javascript-db-mongo","/","recommendation","collection('payments').insertOne;;paid;;;;CREATE;;2;;M1M3","/payment-service/src/repository/repository.js","33","11","38","12"
"javascript-db-mongo","/","recommendation","db.collection;;'payments';;payments;;READ;;3;;M1M2M3","/payment-service/src/repository/repository.js","33","11","33","35"
"javascript-db-mongo","/","recommendation","collection('payments').findOne;;{ 'charge.id' : paymentId };;;;READ;;3;;M1M2M3","/payment-service/src/repository/repository.js","52","7","52","79"
"javascript-db-mongo","/","recommendation","db.collection;;'payments';;payments;;READ;;3;;M1M2M3","/payment-service/src/repository/repository.js","52","7","52","31"
"javascript-db-redis","/","recommendation","get;;target;;;;READ;;1;;R1","/api-gateway/src/docker/docker.js","31","18","31","41"
"javascript-db-redis","/","recommendation","set;;target;;;;UPDATE;;1;;R1","/api-gateway/src/docker/docker.js","35","18","35","48"
"javascript-db-redis","/","recommendation","get;;'/booking/verify/:orderId';;;;READ;;1;;R1","/booking-service/src/api/booking.js","56","3","62","4"
"javascript-db-redis","/","recommendation","keys;;{ title : string(), format : string() };;;;READ;;1;;R1","/booking-service/src/models/booking.model.js","5","10","8","4"
"javascript-db-redis","/","recommendation","keys;;{ number : required(), cvc : number(), exp_month : number(), exp_year : number() };;;;READ;;1;;R1","/booking-service/src/models/user.model.js","6","15","11","4"
"javascript-db-redis","/","recommendation","get;;'/cinemas';;;;READ;;1;;R1","/cinema-catalog-service/src/api/cinema-catalog.js","7","3","13","4"
"javascript-db-redis","/","recommendation","get;;'/cinemas/:cinemaId';;;;READ;;1;;R1","/cinema-catalog-service/src/api/cinema-catalog.js","15","3","21","4"
"javascript-db-redis","/","recommendation","get;;'/cinemas/:cityId/:movieId';;;;READ;;1;;R1","/cinema-catalog-service/src/api/cinema-catalog.js","23","3","33","4"
"javascript-db-redis","/","recommendation","get;;'/movies';;;;READ;;1;;R1","/movies-service/src/api/movies.js","7","3","11","4"
"javascript-db-redis","/","recommendation","get;;'/movies/premieres';;;;READ;;1;;R1","/movies-service/src/api/movies.js","13","3","17","4"
"javascript-db-redis","/","recommendation","get;;'/movies/:id';;;;READ;;1;;R1","/movies-service/src/api/movies.js","19","3","23","4"
"javascript-db-redis","/","recommendation","keys;;{ name : string(), room : number(), seats : string() };;;;READ;;1;;R1","/notification-service/src/models/notification.model.js","6","11","10","4"
"javascript-db-redis","/","recommendation","keys;;{ title : string(), format : string(), schedule : date() };;;;READ;;1;;R1","/notification-service/src/models/notification.model.js","11","10","15","4"
"javascript-db-redis","/","recommendation","keys;;{ name : string(), email : email() };;;;READ;;1;;R1","/notification-service/src/models/notification.model.js","19","9","22","4"
"javascript-db-redis","/","recommendation","get;;'/payment/getPurchaseById/:id';;;;READ;;1;;R1","/payment-service/src/api/payment.js","18","3","24","4"
